Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
SERRANO HIGH SCHOOL052437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,4.02,4.12,4.21
SHADOW HILLS HIGH SCHOOL054345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,3.84,3.95,3.96
SHAFTER HIGH SCHOOL053360,SHAFTER HIGH SCHOOL,Shafter,Kern,3.69,3.9,3.99
SHASTA HIGH SCHOOL052585,SHASTA HIGH SCHOOL,Redding,Shasta,4.04,4.11,4.23
SHELDON HIGH SCHOOL052792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,3.86,3.98,4.05
SHERMAN E BURROUGHS HS050550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,3.89,4.04,4.09
SHERMAN OAKS CTR ENRCHED STDS052617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,3.76,3.92,3.95
SIERRA HIGH SCHOOL051903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,3.78,3.93,3.89
SIERRA PACIFIC HIGH SCHOOL054422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,3.95,4.11,4.25
SIERRA VISTA HIGH SCHOOL050228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,3.67,3.86,4.05
SILVER CREEK HIGH SCHOOL053100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,3.86,3.94,3.97
SILVER OAK HIGH SCHOOL054774,SILVER OAK HIGH SCHOOL,Hayward,Alameda,3.95,3.99,
SILVERADO HIGH SCHOOL053682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,3.6,3.78,3.92
SIMI VALLEY HIGH SCHOOL053380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,3.87,3.96,3.97
SIR FRANCIS DRAKE HIGH SCHOOL052770,SIR FRANCIS DRAKE HIGH SCHOOL,San Anselmo,Marin,3.93,4.02,4.08
SKY MOUNTAIN CHARTER SCHOOL054344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,3.66,,
SKYLINE HIGH SCHOOL052238,SKYLINE HIGH SCHOOL,Oakland,Alameda,3.67,3.91,3.98
SOAR HIGH SCHOOL051869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,3.89,3.96,4.01
SOCIAL JUSTICE HUMANITAS ACAD054542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,3.65,3.77,3.84
SOCIAL JUSTICE LDRSHP @ TORRES054444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,3.88,4.02,
SOJOURNER TRUTH ACADEMY052224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,3.42,,
SOLEDAD HIGH SCHOOL053557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,3.82,3.98,4.04
SONIA SOTOMAYOR ARTS SCI ACAD052355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,3.5,3.91,
SONOMA VALLEY HIGH SCHOOL053390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,3.74,3.88,4.11
SONORA HIGH SCHOOL051327,SONORA HIGH SCHOOL,La Habra,Orange,3.89,3.94,3.98
SONORA HIGH SCHOOL053395,SONORA HIGH SCHOOL,Sonora,Tuolumne,4.01,4.11,4.31
SOQUEL HIGH SCHOOL053398,SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,4.04,4.14,4.18
SOUTH EAST HIGH SCHOOL053980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,3.69,3.76,3.9
SOUTH EL MONTE HIGH SCHOOL053404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,3.57,3.75,4.06
SOUTH FORK HIGH SCHOOL051980,SOUTH FORK HIGH SCHOOL,Miranda,Humboldt,3.87,3.87,
SOUTH GATE HIGH SCHOOL053400,SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,3.7,3.82,3.97
SOUTH HIGH SCHOOL050223,SOUTH HIGH SCHOOL,Bakersfield,Kern,3.75,3.87,4.02
SOUTH HIGH SCHOOL053522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,3.86,3.93,3.96
SOUTH HILLS HIGH SCHOOL050704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,3.85,4,4.07
SOUTH PASADENA HIGH SCHOOL053410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,3.79,3.92,3.92
SOUTH REGION HS #2-PRFRM ARTS051621,SOUTH REGION HS #2-PRFRM ARTS,Los Angeles,Los Angeles,3.77,3.97,4.02
SOUTH REGION HS #2A-PUBLIC SER051620,SOUTH REGION HS #2A-PUBLIC SER,Los Angeles,Los Angeles,3.82,3.89,
SOUTH SAN FRANCISCO HS053415,SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,3.73,3.91,4.01
SOUTH SUTTER CHARTER SCHOOL054112,SOUTH SUTTER CHARTER SCHOOL,East Nicolaus,Sutter,4.17,4.17,
SOUTH TAHOE HIGH SCHOOL050075,SOUTH TAHOE HIGH SCHOOL,South Lake Tahoe,El Dorado,3.98,4.03,3.98
SOUTHWEST HIGH SCHOOL050816,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,3.81,4,4.1
SOUTHWEST HIGH SCHOOL052892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,3.73,3.94,4.13
STEAM LEGACY HIGH SCHOOL CMPLX054649,STEAM LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,3.73,3.76,4.14
STEELE CANYON HIGH SCHOOL053613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,3.84,3.93,4.03
STEM ACADEMY OF BOYLE HEIGHTS054780,STEM ACADEMY OF BOYLE HEIGHTS,Los Angeles,Los Angeles,3.57,3.72,
STEM ACADEMY OF HOLLYWOOD054624,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,3.57,3.68,3.92
STOCKDALE HIGH SCHOOL050217,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,3.86,3.98,3.99
STOCKTON COLG INTNL SECND SCHL054424,STOCKTON COLG INTNL SECND SCHL,Stockton,San Joaquin,3.45,3.95,4.08
STOCKTON EARLY COLLEGE ACADEMY054411,STOCKTON EARLY COLLEGE ACADEMY,Stockton,San Joaquin,3.54,3.71,3.88
SULTANA HIGH SCHOOL051187,SULTANA HIGH SCHOOL,Hesperia,San Bernardino,3.7,3.9,4
SUMMERVILLE UNION HIGH SCHOOL053560,SUMMERVILLE UNION HIGH SCHOOL,Tuolumne,Tuolumne,3.97,4.04,
SUMMIT CHARTER COLLEGIATE ACAD054203,SUMMIT CHARTER COLLEGIATE ACAD,Porterville,Tulare,3.65,3.85,
SUMMIT HIGH SCHOOL050897,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,3.7,3.8,3.88
SUMMIT PREPARATORY HIGH SCHOOL053878,SUMMIT PREPARATORY HIGH SCHOOL,Redwood City,San Mateo,3.77,3.86,4.1
SUMMIT PUBLIC SCHOOL DENALI050051,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,4.07,4.15,4.14
SUMMIT PUBLIC SCHOOL K2052215,SUMMIT PUBLIC SCHOOL K2,El Cerrito,Contra Costa,3.96,3.99,3.85
SUMMIT PUBLIC SCHOOL-RAINIER054621,SUMMIT PUBLIC SCHOOL-RAINIER,San Jose,Santa Clara,3.87,3.93,4
SUMMIT PUBLIC SCHOOL-TAHOMA054620,SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,3.98,4,4
SUMMIT PUBLIC SCHOOLS SHASTA054815,SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,4.03,4.02,4.14
SUN VALLEY HIGH SCHOOL054363,SUN VALLEY HIGH SCHOOL,Sun Valley,Los Angeles,3.49,3.65,
SUN VALLEY MAGNET SCHOOL054787,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,3.83,3.87,4.04
SUNNY HILLS HIGH SCHOOL051008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,3.82,3.88,3.93
SUNNYSIDE HIGH SCHOOL051045,SUNNYSIDE HIGH SCHOOL,Fresno,Fresno,3.71,3.76,4
SUSAN MILLER DORSEY HIGH SCHL051795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,3.41,3.63,
SUTTER HIGH SCHOOL053475,SUTTER HIGH SCHOOL,Sutter,Sutter,4.07,4.14,
SWEETWATER UNION HIGH SCHOOL052105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,3.89,4.03,4.16
SYLMAR BIOTECH HLTH & ENG MGNT054840,SYLMAR BIOTECH HLTH & ENG MGNT,Sylmar,Los Angeles,3.35,3.78,
SYLMAR HIGH SCHOOL052908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,3.83,3.94,4.09
SYNERGY QUANTUM ACADEMY054531,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,3.63,3.71,3.88
TAFT UNION HIGH SCHOOL053485,TAFT UNION HIGH SCHOOL,Taft,Kern,3.84,3.91,
TAHOE TRUCKEE HIGH SCHOOL053540,TAHOE TRUCKEE HIGH SCHOOL,Truckee,Placer,3.97,4.05,3.99
TAHQUITZ HIGH SCHOOL054214,TAHQUITZ HIGH SCHOOL,Hemet,Riverside,3.6,3.83,3.88
TAMALPAIS HIGH SCHOOL051975,TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,3.98,4.07,4.14
TAMISCAL HIGH SCHOOL051396,TAMISCAL HIGH SCHOOL,Larkspur,Marin,3.72,3.8,3.87
TEACH TECH CHARTER HIGH SCHOOL054770,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,3.31,3.61,
TECHNOLOGY HIGH SCHOOL053849,TECHNOLOGY HIGH SCHOOL,Rohnert Park,Sonoma,3.78,4.09,4.16
TECHNOLOGY PREPARATORY ACADEMY054601,TECHNOLOGY PREPARATORY ACADEMY,San Fernando,Los Angeles,3.48,3.56,
TEHACHAPI HIGH SCHOOL053490,TEHACHAPI HIGH SCHOOL,Tehachapi,Kern,3.93,3.98,3.92
TEMECULA PREPARATORY SCHOOL053643,TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,3.77,3.84,3.96
TEMECULA VALLEY HIGH SCHOOL053499,TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,3.92,4.04,4.05
TEMESCAL CANYON HIGH SCHOOL051402,TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,3.76,3.93,4.05
TEMPLE CITY HIGH SCHOOL053495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,3.88,3.93,4.02
TEMPLETON HIGH SCHOOL053500,TEMPLETON HIGH SCHOOL,Templeton,San Luis Obispo,4.02,4.19,4.24
TENNYSON HIGH SCHOOL051152,TENNYSON HIGH SCHOOL,Hayward,Alameda,3.73,3.91,4.1
TERRA LINDA HIGH SCHOOL053231,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,3.88,4.01,4.12
TERRA NOVA HIGH SCHOOL050721,TERRA NOVA HIGH SCHOOL,Pacifica,San Mateo,3.84,3.98,4.1
TESORO HIGH SCHOOL053149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,3.97,4.05,4.11
THEODORE ROOSEVELT HIGH SCHOOL050995,THEODORE ROOSEVELT HIGH SCHOOL,Fresno,Fresno,3.61,3.64,3.96
THEODORE ROOSEVELT SENIOR HS051805,THEODORE ROOSEVELT SENIOR HS,Los Angeles,Los Angeles,3.44,3.61,3.83
THOMAS DOWNEY HIGH SCHOOL052000,THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,3.78,3.96,4
THOMAS JEFFERSON HIGH SCHOOL051815,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,3.58,3.71,3.7
THOUSAND OAKS HIGH SCHOOL053502,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,3.9,4.04,4.08
THURGOOD MARSHALL ACADEMIC HS053066,THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,3.58,3.85,
TOKAY HIGH SCHOOL051440,TOKAY HIGH SCHOOL,Lodi,San Joaquin,3.75,3.92,3.89
TOMALES HIGH SCHOOL053510,TOMALES HIGH SCHOOL,Tomales,Marin,3.93,3.93,
TORRANCE HIGH SCHOOL053523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,3.96,4.08,4.15
TORREY PINES HIGH SCHOOL050466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,3.96,4.04,4.06
TRABUCO HILLS HIGH SCHOOL051958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,3.82,4,4.05
TRACY JOINT UNION HIGH SCHOOL053525,TRACY JOINT UNION HIGH SCHOOL,Tracy,San Joaquin,3.78,3.91,3.98
TRANQUILLITY HIGH SCHOOL053530,TRANQUILLITY HIGH SCHOOL,Tranquillity,Fresno,3.76,3.86,
TRINITY HIGH SCHOOL053725,TRINITY HIGH SCHOOL,Weaverville,Trinity,3.94,3.94,
TROY HIGH SCHOOL051009,TROY HIGH SCHOOL,Fullerton,Orange,3.84,3.9,3.9
TULARE UNION HIGH SCHOOL053550,TULARE UNION HIGH SCHOOL,Tulare,Tulare,3.87,3.96,3.98
TULARE WESTERN HIGH SCHOOL053552,TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,3.72,3.89,3.9
TULELAKE HIGH SCHOOL053555,TULELAKE HIGH SCHOOL,Tulelake,Siskiyou,3.84,,
TURLOCK HIGH SCHOOL053565,TURLOCK HIGH SCHOOL,Turlock,Stanislaus,3.81,3.89,3.94
TUSTIN HIGH SCHOOL053570,TUSTIN HIGH SCHOOL,Tustin,Orange,3.72,3.85,4
TWENTYNINE PALMS HIGH SCHOOL053575,TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,3.66,3.93,
UCLA COMMUNITY SCHOOL051662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,3.58,3.77,3.99
UKIAH HIGH SCHOOL053580,UKIAH HIGH SCHOOL,Ukiah,Mendocino,3.88,4.01,4.04
ULYSSES S GRANT HIGH SCHOOL053633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,3.82,3.99,4.08
UNION MINE HIGH SCHOOL050819,UNION MINE HIGH SCHOOL,El Dorado,El Dorado,3.94,4,4.02
UNITY MIDDLE COLLEGE HIGH SCHL050991,UNITY MIDDLE COLLEGE HIGH SCHL,Orange,Orange,3.77,,
UNIVERSITY CITY HIGH052887,UNIVERSITY CITY HIGH,San Diego,San Diego,3.96,4.03,4.13
UNIVERSITY HIGH SCHOOL050936,UNIVERSITY HIGH SCHOOL,Fresno,Fresno,3.95,4,3.99
UNIVERSITY HIGH SCHOOL051825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,3.68,3.83,3.92
UNIVERSITY HIGH SCHOOL051984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,3.86,3.94,3.98
UNIVERSITY PREP ACADEMY054245,UNIVERSITY PREP ACADEMY,San Jose,Santa Clara,3.75,3.87,4.01
UNIVERSITY PREP VALUE HS054891,UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,3.5,3.66,3.87
UNIVERSITY PREPARATORY SCHOOL053912,UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,4.08,4.13,4.15
UNIVERSITY PREPARATORY054101,UNIVERSITY PREPARATORY,Victorville,San Bernardino,3.75,3.93,4.06
UNIVERSITY PREPARTORY HIGH SCH054458,UNIVERSITY PREPARTORY HIGH SCH,Visalia,Tulare,3.96,4.03,4.05
UPLAND HIGH SCHOOL053586,UPLAND HIGH SCHOOL,Upland,San Bernardino,3.84,3.99,4.06
UPPER LAKE HIGH SCHOOL053590,UPPER LAKE HIGH SCHOOL,Upper Lake,Lake,3.81,,
URBAN DSCY ACDY IDEATE HIGH AC051738,URBAN DSCY ACDY IDEATE HIGH AC,San Diego,San Diego,3.65,,
USC HYBRID HIGH COLLEGE PREP054673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,3.95,4,3.97
VACAVILLE HIGH SCHOOL053595,VACAVILLE HIGH SCHOOL,Vacaville,Solano,4.04,4.08,4.14
VALENCIA HIGH SCHOOL052480,VALENCIA HIGH SCHOOL,Placentia,Orange,3.9,3.96,3.98
VALENCIA HIGH SCHOOL053608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,3.94,4.04,4.05
VALHALLA HIGH SCHOOL050804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,3.8,3.98,4.14
VALLEJO SENIOR HIGH SCHOOL053610,VALLEJO SENIOR HIGH SCHOOL,Vallejo,Solano,3.75,3.87,
VALLEY ACADEMY ARTS & SCIENCES054548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,3.86,3.99,4.11
VALLEY CENTER HIGH SCHOOL053695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,3.89,4.05,4.08
VALLEY HIGH SCHOOL052736,VALLEY HIGH SCHOOL,Sacramento,Sacramento,3.69,3.76,3.9
VALLEY HIGH SCHOOL053243,VALLEY HIGH SCHOOL,Santa Ana,Orange,3.71,3.97,4.11
VALLEY INTERNATIONAL PREP HS051629,VALLEY INTERNATIONAL PREP HS,Chatsworth,Los Angeles,3.83,3.93,
VALLEY VIEW CHARTER PREP054838,VALLEY VIEW CHARTER PREP,Stockton,San Joaquin,4.15,,
VALLEY VIEW HIGH SCHOOL052057,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,3.53,3.77,3.91
VALOR ACADEMY HIGH SCHOOL054728,VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,3.34,3.59,3.98
VAN NUYS HIGH SCHOOL053635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,3.78,3.87,3.92
VANDEN HIGH SCHOOL053533,VANDEN HIGH SCHOOL,Fairfield,Solano,3.76,3.91,3.94
VAPA LEGACY HIGH SCHOOL CMPLX054642,VAPA LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,3.71,3.91,3.91
VASQUEZ HIGH SCHOOL050008,VASQUEZ HIGH SCHOOL,Acton,Los Angeles,3.94,4.09,
VAUGHN NEXT CENTURY LEARN CTR054015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,3.76,3.92,4.09
VENICE HIGH SCHOOL051828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,3.83,3.92,3.96
VENTURA HIGH SCHOOL053655,VENTURA HIGH SCHOOL,Ventura,Ventura,3.93,4.07,4.06
VENTURE ACADEMY053941,VENTURE ACADEMY,Stockton,San Joaquin,3.72,3.85,3.8
VENTURE SCHOOL053224,VENTURE SCHOOL,San Ramon,Contra Costa,3.96,,
VERDUGO HILLS HIGH SCHOOL053545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,3.77,3.99,4.02
VICTOR VALLEY HIGH SCHOOL053660,VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,3.59,3.85,4.08
VIEW PARK PREP ACCEL CHARTER HS053904,VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,3.36,3.74,3.91
VILLA PARK HIGH SCHOOL052279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,3.93,4,4.04
VILLAGE ACADEMY HIGH SCHOOL052537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,3.88,4.04,
VINTAGE HIGH SCHOOL052088,VINTAGE HIGH SCHOOL,Napa,Napa,3.85,4.05,4.12
VISIONS IN EDUCATION050591,VISIONS IN EDUCATION,Carmichael,Sacramento,3.88,4.04,3.89
VISTA DEL LAGO HIGH SCHOOL052216,VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,3.62,3.78,3.93
VISTA DEL LAGO HIGH SCHOOL054166,VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,3.91,3.99,4.03
VISTA HIGH SCHOOL053675,VISTA HIGH SCHOOL,Vista,San Diego,3.81,4.02,4.13
VISTA MURRIETA HIGH SCHOOL053004,VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,3.74,3.89,3.96
W C OVERFELT HIGH SCHOOL053107,W C OVERFELT HIGH SCHOOL,San Jose,Santa Clara,3.72,3.84,3.97
WALLIS ANNENBERG HIGH SCHOOL051728,WALLIS ANNENBERG HIGH SCHOOL,Los Angeles,Los Angeles,3.53,3.84,
WALNUT HIGH SCHOOL053676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,3.82,3.87,3.89
WARREN HIGH SCHOOL050771,WARREN HIGH SCHOOL,Downey,Los Angeles,3.73,3.87,4.1
WASCO UNION HIGH SCHOOL053685,WASCO UNION HIGH SCHOOL,Wasco,Kern,3.73,3.79,3.95
WASHINGTON HIGH SCHOOL050972,WASHINGTON HIGH SCHOOL,Fremont,Alameda,3.81,3.88,3.96
WASHINGTON UNION HIGH SCHOOL051000,WASHINGTON UNION HIGH SCHOOL,Fresno,Fresno,3.75,3.81,3.86
WATERFORD HIGH SCHOOL053704,WATERFORD HIGH SCHOOL,Waterford,Stanislaus,3.83,3.97,4.03
WATSONVILLE HIGH SCHOOL053722,WATSONVILLE HIGH SCHOOL,Watsonville,Santa Cruz,3.72,3.81,3.96
WEBER INST OF APPLIED SCI TECH053579,WEBER INST OF APPLIED SCI TECH,Stockton,San Joaquin,3.27,,
WEST ADAMS PREPARATORY HS054225,WEST ADAMS PREPARATORY HS,Los Angeles,Los Angeles,3.51,3.66,3.78
WEST CAMPUS HIGH SCHOOL052728,WEST CAMPUS HIGH SCHOOL,Sacramento,Sacramento,3.82,3.9,3.95
WEST COVINA HIGH SCHOOL053738,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,3.76,3.93,4.01
WEST HIGH SCHOOL050224,WEST HIGH SCHOOL,Bakersfield,Kern,3.78,3.81,3.85
WEST HIGH SCHOOL053521,WEST HIGH SCHOOL,Torrance,Los Angeles,3.81,3.91,3.97
WEST HILLS HIGH SCHOOL053381,WEST HILLS HIGH SCHOOL,Santee,San Diego,3.76,4.01,4.05
WEST RANCH HIGH SCHOOL053864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,3.98,4.07,4.12
WEST SHORES HIGH SCHOOL052759,WEST SHORES HIGH SCHOOL,Salton City,Riverside,3.62,3.97,4.17
WEST VALLEY HIGH SCHOOL050688,WEST VALLEY HIGH SCHOOL,Cottonwood,Shasta,4.08,4.19,4.16
WEST VALLEY HIGH SCHOOL051161,WEST VALLEY HIGH SCHOOL,Hemet,Riverside,3.65,3.88,3.95
WESTCHESTER HIGH SCHOOL051830,WESTCHESTER HIGH SCHOOL,Los Angeles,Los Angeles,3.59,3.71,3.78
WESTERN CENTER ACADEMY054764,WESTERN CENTER ACADEMY,Hemet,Riverside,3.93,3.98,4
WESTERN HIGH SCHOOL050092,WESTERN HIGH SCHOOL,Anaheim,Orange,3.65,3.82,3.91
WESTERN SIERRA COLLEGIATE ACAD054379,WESTERN SIERRA COLLEGIATE ACAD,Rocklin,Placer,4.06,4.06,4.12
WESTLAKE HIGH SCHOOL053503,WESTLAKE HIGH SCHOOL,Westlake Village,Ventura,3.92,4.04,4.1
WESTMINSTER HIGH SCHOOL053739,WESTMINSTER HIGH SCHOOL,Westminster,Orange,3.71,3.88,4.05
WESTMONT HIGH SCHOOL053103,WESTMONT HIGH SCHOOL,Campbell,Santa Clara,3.85,3.95,4.01
WESTMOOR HIGH SCHOOL050723,WESTMOOR HIGH SCHOOL,Daly City,San Mateo,3.76,3.9,3.98
WESTON RANCH HIGH SCHOOL053839,WESTON RANCH HIGH SCHOOL,Stockton,San Joaquin,3.76,3.83,3.87
WESTVIEW HIGH SCHOOL052986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,3.95,4.01,4.03
WHEATLAND HIGH SCHOOL053750,WHEATLAND HIGH SCHOOL,Wheatland,Yuba,3.72,3.79,
WHITNEY HIGH SCHOOL053937,WHITNEY HIGH SCHOOL,Rocklin,Placer,3.89,3.96,4.03
WHITTIER HIGH SCHOOL053765,WHITTIER HIGH SCHOOL,Whittier,Los Angeles,3.74,3.98,4.08
WILL C WOOD HIGH SCHOOL053597,WILL C WOOD HIGH SCHOOL,Vacaville,Solano,3.7,3.98,4.1
WILLIAM AND MARIAN GHIDOTTI HS051538,WILLIAM AND MARIAN GHIDOTTI HS,Grass Valley,Nevada,3.86,3.99,
WILLIAM HOWARD TAFT HS053806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,3.74,3.94,3.97
WILLIAM J PETE KNIGHT HIGH SCH052491,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,3.52,3.79,3.91
WILLIAM S HART HIGH SCHOOL052120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,3.94,4.06,4.09
WILLIAMS HIGH SCHOOL053770,WILLIAMS HIGH SCHOOL,Williams,Colusa,3.94,3.94,3.9
WILLITS HIGH SCHOOL053775,WILLITS HIGH SCHOOL,Willits,Mendocino,4.02,4.02,
WILLOW GLEN HIGH SCHOOL053105,WILLOW GLEN HIGH SCHOOL,San Jose,Santa Clara,3.86,3.91,3.93
WILLOWS HIGH SCHOOL053780,WILLOWS HIGH SCHOOL,Willows,Glenn,4.08,4.19,
WILMER AMINA CARTER HS053855,WILMER AMINA CARTER HS,Rialto,San Bernardino,3.62,3.86,3.94
WINDSOR HIGH SCHOOL053787,WINDSOR HIGH SCHOOL,Windsor,Sonoma,3.78,3.91,4.04
WINTERS HIGH SCHOOL053790,WINTERS HIGH SCHOOL,Winters,Yolo,3.65,4.09,4.06
WONDERFUL COLLEGE PREP ACADEMY054539,WONDERFUL COLLEGE PREP ACADEMY,Delano,Kern,3.65,3.67,3.68
WOODBRIDGE HIGH SCHOOL051274,WOODBRIDGE HIGH SCHOOL,Irvine,Orange,3.94,3.97,4.03
WOODCREEK HIGH SCHOOL052598,WOODCREEK HIGH SCHOOL,Roseville,Placer,3.81,3.96,4
WOODLAKE HIGH SCHOOL053795,WOODLAKE HIGH SCHOOL,Woodlake,Tulare,3.69,3.79,3.92
WOODLAND HIGH SCHOOL053800,WOODLAND HIGH SCHOOL,Woodland,Yolo,3.77,3.88,3.94
WOODROW WILSON HIGH SCHOOL051505,WOODROW WILSON HIGH SCHOOL,Long Beach,Los Angeles,3.92,4.11,4.24
WOODROW WILSON HIGH SCHOOL051840,WOODROW WILSON HIGH SCHOOL,Los Angeles,Los Angeles,3.5,3.7,4
WOODSIDE HIGH SCHOOL053808,WOODSIDE HIGH SCHOOL,Woodside,San Mateo,3.87,3.98,4.06
WORKMAN HIGH SCHOOL050583,WORKMAN HIGH SCHOOL,City Of Industry,Los Angeles,3.31,3.69,3.65
YERBA BUENA HIGH SCHOOL053113,YERBA BUENA HIGH SCHOOL,San Jose,Santa Clara,3.89,4.02,4.11
YGNACIO VALLEY HIGH SCHOOL050663,YGNACIO VALLEY HIGH SCHOOL,Concord,Contra Costa,3.74,4.06,4.06
YORBA LINDA HIGH SCHOOL054321,YORBA LINDA HIGH SCHOOL,Yorba Linda,Orange,3.91,3.97,4
YOSEMITE HIGH SCHOOL052176,YOSEMITE HIGH SCHOOL,Oakhurst,Madera,3.91,3.98,3.95
YREKA HIGH SCHOOL053810,YREKA HIGH SCHOOL,Yreka,Siskiyou,3.81,4.06,
YUBA CITY HIGH SCHOOL053815,YUBA CITY HIGH SCHOOL,Yuba City,Sutter,3.93,3.99,4.27
YUCAIPA SENIOR HIGH SCHOOL053820,YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,3.82,3.93,3.9
