Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
ROBERT L PASCHAL HIGH SCHOOL442560,ROBERT L PASCHAL HIGH SCHOOL,Fort Worth,TX,App,8,6,,
ROBERT L PASCHAL HIGH SCHOOL442560,ROBERT L PASCHAL HIGH SCHOOL,Fort Worth,TX,Adm,7,6,,
ROBERT MCQUEEN HIGH SCHOOL290143,ROBERT MCQUEEN HIGH SCHOOL,Reno,NV,App,11,8,,
ROBERT MCQUEEN HIGH SCHOOL290143,ROBERT MCQUEEN HIGH SCHOOL,Reno,NV,Adm,8,6,,
ROBERT SERVICE HIGH SCHOOL20004,ROBERT SERVICE HIGH SCHOOL,Anchorage,AK,App,12,,10,
ROBERT SERVICE HIGH SCHOOL20004,ROBERT SERVICE HIGH SCHOOL,Anchorage,AK,Adm,11,,9,
ROBERT SERVICE HIGH SCHOOL20004,ROBERT SERVICE HIGH SCHOOL,Anchorage,AK,Enr,3,,3,
ROBINSON SCHOOL546040,ROBINSON SCHOOL,San Juan,PR,Adm,3,3,,
ROCHESTER HIGH SCHOOL233195,ROCHESTER HIGH SCHOOL,Rochester,MI,App,13,5,7,
ROCHESTER HIGH SCHOOL233195,ROCHESTER HIGH SCHOOL,Rochester,MI,Adm,8,,5,
ROCK CANYON HIGH SCHOOL60748,ROCK CANYON HIGH SCHOOL,Littleton,CO,App,43,27,16,
ROCK CANYON HIGH SCHOOL60748,ROCK CANYON HIGH SCHOOL,Littleton,CO,Adm,25,16,9,
ROCK CANYON HIGH SCHOOL60748,ROCK CANYON HIGH SCHOOL,Littleton,CO,Enr,5,,3,
ROCK RIDGE HIGH SCHOOL470140,ROCK RIDGE HIGH SCHOOL,Ashburn,VA,App,14,8,6,
ROCK RIDGE HIGH SCHOOL470140,ROCK RIDGE HIGH SCHOOL,Ashburn,VA,Adm,8,4,4,
ROCK RIDGE HIGH SCHOOL470140,ROCK RIDGE HIGH SCHOOL,Ashburn,VA,Enr,4,,3,
ROCKFORD CHRISTIAN HIGH SCHOOL143724,ROCKFORD CHRISTIAN HIGH SCHOOL,Rockford,IL,Adm,4,,,
ROCKFORD CHRISTIAN HIGH SCHOOL143724,ROCKFORD CHRISTIAN HIGH SCHOOL,Rockford,IL,Enr,3,,,
ROCKVILLE HIGH SCHOOL210914,ROCKVILLE HIGH SCHOOL,Rockville,MD,App,9,5,,
ROCKVILLE HIGH SCHOOL210914,ROCKVILLE HIGH SCHOOL,Rockville,MD,Adm,7,3,3,
ROCKY HILL COUNTRY DAY SCHOOL400043,ROCKY HILL COUNTRY DAY SCHOOL,East Greenwich,RI,Adm,3,,3,
ROCKY MOUNTAIN HIGH SCHOOL60588,ROCKY MOUNTAIN HIGH SCHOOL,Fort Collins,CO,App,11,6,5,
ROCKY MOUNTAIN HIGH SCHOOL60588,ROCKY MOUNTAIN HIGH SCHOOL,Fort Collins,CO,Adm,9,4,5,
ROLLING MEADOWS HIGH SCHOOL143736,ROLLING MEADOWS HIGH SCHOOL,Rolling Meadows,IL,App,5,,,
ROLLING MEADOWS HIGH SCHOOL143736,ROLLING MEADOWS HIGH SCHOOL,Rolling Meadows,IL,Adm,3,,,
RONALD REAGAN HIGH SCHOOL446207,RONALD REAGAN HIGH SCHOOL,San Antonio,TX,App,30,13,14,
RONALD REAGAN HIGH SCHOOL446207,RONALD REAGAN HIGH SCHOOL,San Antonio,TX,Adm,13,5,7,
RONALD W REAGAN COLL PREP HS501348,RONALD W REAGAN COLL PREP HS,Milwaukee,WI,Adm,3,3,,
RONALD W REAGAN/DORAL SENIOR H102068,RONALD W REAGAN/DORAL SENIOR H,Doral,FL,App,5,,,
RONALD W REAGAN/DORAL SENIOR H102068,RONALD W REAGAN/DORAL SENIOR H,Doral,FL,Adm,4,,,
ROOSEVELT HIGH SCHOOL120090,ROOSEVELT HIGH SCHOOL,Honolulu,HI,App,11,7,,
ROOSEVELT HIGH SCHOOL120090,ROOSEVELT HIGH SCHOOL,Honolulu,HI,Adm,10,6,4,
ROOSEVELT HIGH SCHOOL120090,ROOSEVELT HIGH SCHOOL,Honolulu,HI,Enr,4,3,,
ROOSEVELT HIGH SCHOOL481140,ROOSEVELT HIGH SCHOOL,Seattle,WA,App,66,38,28,
ROOSEVELT HIGH SCHOOL481140,ROOSEVELT HIGH SCHOOL,Seattle,WA,Adm,52,27,25,
ROOSEVELT HIGH SCHOOL481140,ROOSEVELT HIGH SCHOOL,Seattle,WA,Enr,8,6,,
ROSLYN HIGH SCHOOL334920,ROSLYN HIGH SCHOOL,Roslyn Heights,NY,App,18,6,12,
ROSLYN HIGH SCHOOL334920,ROSLYN HIGH SCHOOL,Roslyn Heights,NY,Adm,12,4,8,
ROSS SCHOOL331703,ROSS SCHOOL,East Hampton,NY,Adm,4,,,
ROSWELL HIGH SCHOOL112625,ROSWELL HIGH SCHOOL,Roswell,GA,App,10,6,,
ROSWELL HIGH SCHOOL112625,ROSWELL HIGH SCHOOL,Roswell,GA,Adm,5,4,,
ROSWELL HIGH SCHOOL112625,ROSWELL HIGH SCHOOL,Roswell,GA,Enr,3,,,
ROWLAND HALL450385,ROWLAND HALL,Salt Lake City,UT,App,6,,,
ROWLAND HALL450385,ROWLAND HALL,Salt Lake City,UT,Adm,4,,,
ROYCEMORE SCHOOL141850,ROYCEMORE SCHOOL,Evanston,IL,Adm,4,,,
RUTGERS PREPARATORY SCHOOL310985,RUTGERS PREPARATORY SCHOOL,Somerset,NJ,App,20,8,12,
RUTGERS PREPARATORY SCHOOL310985,RUTGERS PREPARATORY SCHOOL,Somerset,NJ,Adm,16,6,10,
RUTGERS PREPARATORY SCHOOL310985,RUTGERS PREPARATORY SCHOOL,Somerset,NJ,Enr,6,,4,
RYE COUNTRY DAY-UPPER SCHOOL334965,RYE COUNTRY DAY-UPPER SCHOOL,Rye,NY,App,10,,6,
RYE COUNTRY DAY-UPPER SCHOOL334965,RYE COUNTRY DAY-UPPER SCHOOL,Rye,NY,Adm,4,,,
RYE HIGH SCHOOL334970,RYE HIGH SCHOOL,Rye,NY,App,19,10,9,
RYE HIGH SCHOOL334970,RYE HIGH SCHOOL,Rye,NY,Adm,10,6,4,
RYE HIGH SCHOOL334970,RYE HIGH SCHOOL,Rye,NY,Enr,3,,,
SABINO HIGH SCHOOL30503,SABINO HIGH SCHOOL,Tucson,AZ,Adm,3,,,
SACRED HEARTS ACADEMY HS120095,SACRED HEARTS ACADEMY HS,Honolulu,HI,App,7,7,,
SACRED HEARTS ACADEMY HS120095,SACRED HEARTS ACADEMY HS,Honolulu,HI,Adm,6,6,,
SACRED HEARTS ACADEMY HS120095,SACRED HEARTS ACADEMY HS,Honolulu,HI,Enr,4,4,,
SAGUARO HIGH SCHOOL30404,SAGUARO HIGH SCHOOL,Scottsdale,AZ,App,7,,,
SAGUARO HIGH SCHOOL30404,SAGUARO HIGH SCHOOL,Scottsdale,AZ,Adm,7,3,3,
SAINT AGNES ACADEMY443420,SAINT AGNES ACADEMY,Houston,TX,App,16,16,,
SAINT AGNES ACADEMY443420,SAINT AGNES ACADEMY,Houston,TX,Adm,11,11,,
SAINT ANDREWS EPISCOPAL SCHOOL210317,SAINT ANDREWS EPISCOPAL SCHOOL,Potomac,MD,App,12,6,6,
SAINT ANDREWS EPISCOPAL SCHOOL210317,SAINT ANDREWS EPISCOPAL SCHOOL,Potomac,MD,Adm,8,3,5,
SAINT ANDREWS EPISCOPAL SCHOOL251424,SAINT ANDREWS EPISCOPAL SCHOOL,Ridgeland,MS,App,11,,7,
SAINT ANDREWS EPISCOPAL SCHOOL251424,SAINT ANDREWS EPISCOPAL SCHOOL,Ridgeland,MS,Adm,8,3,5,
SAINT ANDREWS ON THE MARSH112681,SAINT ANDREWS ON THE MARSH,Savannah,GA,Adm,3,,3,
SAINT ANDREWS PRIORY SCHOOL120100,SAINT ANDREWS PRIORY SCHOOL,Honolulu,HI,App,10,10,,
SAINT ANDREWS PRIORY SCHOOL120100,SAINT ANDREWS PRIORY SCHOOL,Honolulu,HI,Adm,10,10,,
SAINT ANDREWS SCHOOL80095,SAINT ANDREWS SCHOOL,Middletown,DE,App,14,6,8,
SAINT ANDREWS SCHOOL80095,SAINT ANDREWS SCHOOL,Middletown,DE,Adm,8,5,3,
SAINT ANDREWS SCHOOL400250,SAINT ANDREWS SCHOOL,Barrington,RI,App,9,5,,
SAINT ANDREWS SCHOOL400250,SAINT ANDREWS SCHOOL,Barrington,RI,Adm,7,4,,
SAINT ANDREWS-SEWANEE SCHOOL432035,SAINT ANDREWS-SEWANEE SCHOOL,Sewanee,TN,Adm,3,,,
SAINT ANNES-BELFIELD470435,SAINT ANNES-BELFIELD,Charlottesville,VA,App,14,9,5,
SAINT ANNES-BELFIELD470435,SAINT ANNES-BELFIELD,Charlottesville,VA,Adm,8,6,,
SAINT ANNES-BELFIELD470435,SAINT ANNES-BELFIELD,Charlottesville,VA,Enr,3,,,
SAINT ANSELMS ABBEY SCHOOL90155,SAINT ANSELMS ABBEY SCHOOL,Washington,DC,Adm,3,,3,
SAINT ANTHONYS HIGH SCHOOL335215,SAINT ANTHONYS HIGH SCHOOL,Melville,NY,App,38,17,20,
SAINT ANTHONYS HIGH SCHOOL335215,SAINT ANTHONYS HIGH SCHOOL,Melville,NY,Adm,24,12,11,
SAINT ANTHONYS HIGH SCHOOL335215,SAINT ANTHONYS HIGH SCHOOL,Melville,NY,Enr,15,8,7,
SAINT BEDE ACADEMY143465,SAINT BEDE ACADEMY,Peru,IL,Adm,3,,,
SAINT BERNARD SCHOOL70428,SAINT BERNARD SCHOOL,Uncasville,CT,App,5,,,
SAINT BERNARD SCHOOL70428,SAINT BERNARD SCHOOL,Uncasville,CT,Adm,4,3,,
SAINT CROIX LUTHERAN ACADEMY242673,SAINT CROIX LUTHERAN ACADEMY,West Saint Paul,MN,App,9,7,,
SAINT CROIX LUTHERAN ACADEMY242673,SAINT CROIX LUTHERAN ACADEMY,West Saint Paul,MN,Adm,8,6,,
SAINT EDWARDS SCHOOL101793,SAINT EDWARDS SCHOOL,Vero Beach,FL,App,7,5,,
SAINT EDWARDS SCHOOL101793,SAINT EDWARDS SCHOOL,Vero Beach,FL,Adm,6,4,,
SAINT FRANCIS DE SALES HS361533,SAINT FRANCIS DE SALES HS,Columbus,OH,App,6,,,
SAINT FRANCIS DE SALES HS361533,SAINT FRANCIS DE SALES HS,Columbus,OH,Adm,6,3,3,
SAINT FRANCIS HIGH SCHOOL144383,SAINT FRANCIS HIGH SCHOOL,Wheaton,IL,App,6,5,,
SAINT FRANCIS HIGH SCHOOL144383,SAINT FRANCIS HIGH SCHOOL,Wheaton,IL,Adm,3,,,
SAINT FRANCIS PREPARATORY SCH330835,SAINT FRANCIS PREPARATORY SCH,Fresh Meadows,NY,App,11,,8,
SAINT FRANCIS PREPARATORY SCH330835,SAINT FRANCIS PREPARATORY SCH,Fresh Meadows,NY,Adm,6,,4,
SAINT GEORGES SCHOOL400085,SAINT GEORGES SCHOOL,Middletown,RI,App,18,12,5,
SAINT GEORGES SCHOOL400085,SAINT GEORGES SCHOOL,Middletown,RI,Adm,10,6,3,
SAINT GEORGES SCHOOL481281,SAINT GEORGES SCHOOL,Spokane,WA,App,9,7,,
SAINT GEORGES SCHOOL481281,SAINT GEORGES SCHOOL,Spokane,WA,Adm,6,4,,
SAINT GEORGES SCHOOL481281,SAINT GEORGES SCHOOL,Spokane,WA,Enr,3,3,,
SAINT IGNATIUS COLLEGE PREP141170,SAINT IGNATIUS COLLEGE PREP,Chicago,IL,App,28,12,15,
SAINT IGNATIUS COLLEGE PREP141170,SAINT IGNATIUS COLLEGE PREP,Chicago,IL,Adm,14,4,10,
SAINT IGNATIUS COLLEGE PREP141170,SAINT IGNATIUS COLLEGE PREP,Chicago,IL,Enr,3,,3,
SAINT JAMES SCHOOL210915,SAINT JAMES SCHOOL,Hagerstown,MD,App,5,,,
SAINT JAMES SCHOOL210915,SAINT JAMES SCHOOL,Hagerstown,MD,Adm,5,3,,
SAINT JOHN BAPTIST DIOCESAN HS335898,SAINT JOHN BAPTIST DIOCESAN HS,West Islip,NY,App,8,,5,
SAINT JOHN BAPTIST DIOCESAN HS335898,SAINT JOHN BAPTIST DIOCESAN HS,West Islip,NY,Adm,5,,4,
SAINT JOHN PAUL II HIGH SCHOOL221089,SAINT JOHN PAUL II HIGH SCHOOL,Hyannis,MA,Adm,3,,,
SAINT JOHN PAUL THE GREAT HS470720,SAINT JOHN PAUL THE GREAT HS,Dumfries,VA,Adm,3,3,,
SAINT JOHN PAUL THE GREAT HS470720,SAINT JOHN PAUL THE GREAT HS,Dumfries,VA,Enr,3,3,,
SAINT JOHN'S SCHOOL546160,SAINT JOHN'S SCHOOL,San Juan,PR,App,6,,,
SAINT JOHN'S SCHOOL546160,SAINT JOHN'S SCHOOL,San Juan,PR,Adm,5,4,,
SAINT JOHNS CATHOLIC PREP210545,SAINT JOHNS CATHOLIC PREP,Buckeystown,MD,App,5,,,
SAINT JOHNS HIGH SCHOOL222515,SAINT JOHNS HIGH SCHOOL,Shrewsbury,MA,App,12,,12,
SAINT JOHNS HIGH SCHOOL222515,SAINT JOHNS HIGH SCHOOL,Shrewsbury,MA,Adm,9,,9,
SAINT JOHNS PREPARATORY SCHOOL220665,SAINT JOHNS PREPARATORY SCHOOL,Danvers,MA,App,16,,15,
SAINT JOHNS PREPARATORY SCHOOL220665,SAINT JOHNS PREPARATORY SCHOOL,Danvers,MA,Adm,8,,8,
SAINT JOHNS PREPARATORY SCHOOL220665,SAINT JOHNS PREPARATORY SCHOOL,Danvers,MA,Enr,3,,3,
SAINT JOHNS PREPARATORY SCHOOL240515,SAINT JOHNS PREPARATORY SCHOOL,Collegeville,MN,App,10,,6,
SAINT JOHNS PREPARATORY SCHOOL240515,SAINT JOHNS PREPARATORY SCHOOL,Collegeville,MN,Adm,9,4,5,
SAINT JOHNS PREPARATORY SCHOOL240515,SAINT JOHNS PREPARATORY SCHOOL,Collegeville,MN,Enr,3,,,
SAINT JOHNS SCHOOL525202,SAINT JOHNS SCHOOL,Tamuning,GU,App,11,6,5,
SAINT JOHNS SCHOOL525202,SAINT JOHNS SCHOOL,Tamuning,GU,Adm,8,4,4,
SAINT JOHNS SCHOOL525202,SAINT JOHNS SCHOOL,Tamuning,GU,Enr,3,,,
SAINT JOHNSBURY ACADEMY460395,SAINT JOHNSBURY ACADEMY,St Johnsbury,VT,App,23,11,12,
SAINT JOHNSBURY ACADEMY460395,SAINT JOHNSBURY ACADEMY,St Johnsbury,VT,Adm,15,7,8,
SAINT JOHNSBURY ACADEMY460395,SAINT JOHNSBURY ACADEMY,St Johnsbury,VT,Enr,7,4,3,
SAINT JOSEPH HIGH SCHOOL70797,SAINT JOSEPH HIGH SCHOOL,Trumbull,CT,App,10,6,,
SAINT JOSEPH HIGH SCHOOL70797,SAINT JOSEPH HIGH SCHOOL,Trumbull,CT,Adm,7,4,3,
SAINT JOSEPH HIGH SCHOOL70797,SAINT JOSEPH HIGH SCHOOL,Trumbull,CT,Enr,7,4,3,
SAINT JOSEPH HIGH SCHOOL310790,SAINT JOSEPH HIGH SCHOOL,Metuchen,NJ,App,8,,8,
SAINT JOSEPH HIGH SCHOOL310790,SAINT JOSEPH HIGH SCHOOL,Metuchen,NJ,Adm,6,,6,
SAINT JOSEPHS PREPARATORY SCH393480,SAINT JOSEPHS PREPARATORY SCH,Philadelphia,PA,App,7,,7,
SAINT JOSEPHS PREPARATORY SCH393480,SAINT JOSEPHS PREPARATORY SCH,Philadelphia,PA,Adm,3,,3,
SAINT LOUIS SCHOOL120110,SAINT LOUIS SCHOOL,Honolulu,HI,App,11,,11,
SAINT LOUIS SCHOOL120110,SAINT LOUIS SCHOOL,Honolulu,HI,Adm,8,,8,
SAINT LOUIS SCHOOL120110,SAINT LOUIS SCHOOL,Honolulu,HI,Enr,4,,4,
SAINT LOUIS UNIVERSITY HS263065,SAINT LOUIS UNIVERSITY HS,Saint Louis,MO,App,9,,9,
SAINT LOUIS UNIVERSITY HS263065,SAINT LOUIS UNIVERSITY HS,Saint Louis,MO,Adm,8,,8,
SAINT LOUIS UNIVERSITY HS263065,SAINT LOUIS UNIVERSITY HS,Saint Louis,MO,Enr,3,,3,
SAINT MARKS SCHOOL OF TEXAS441805,SAINT MARKS SCHOOL OF TEXAS,Dallas,TX,App,14,,13,
SAINT MARKS SCHOOL OF TEXAS441805,SAINT MARKS SCHOOL OF TEXAS,Dallas,TX,Adm,8,,8,
SAINT MARKS SCHOOL221965,SAINT MARKS SCHOOL,Southborough,MA,App,9,,6,
SAINT MARKS SCHOOL221965,SAINT MARKS SCHOOL,Southborough,MA,Adm,4,,3,
SAINT MARTINS EPISCOPAL SCHOOL191784,SAINT MARTINS EPISCOPAL SCHOOL,Metairie,LA,Adm,3,,,
SAINT MARYS ACADEMY HIGH SCH60535,SAINT MARYS ACADEMY HIGH SCH,Englewood,CO,App,7,7,,
SAINT MARYS ACADEMY HIGH SCH60535,SAINT MARYS ACADEMY HIGH SCH,Englewood,CO,Adm,5,5,,
SAINT MARYS ACADEMY380920,SAINT MARYS ACADEMY,Portland,OR,App,20,19,,
SAINT MARYS ACADEMY380920,SAINT MARYS ACADEMY,Portland,OR,Adm,17,16,,
SAINT MARYS ACADEMY380920,SAINT MARYS ACADEMY,Portland,OR,Enr,3,3,,
SAINT MARYS EPISCOPAL SCHOOL431462,SAINT MARYS EPISCOPAL SCHOOL,Memphis,TN,App,6,6,,
SAINT MARYS EPISCOPAL SCHOOL431462,SAINT MARYS EPISCOPAL SCHOOL,Memphis,TN,Adm,6,6,,
SAINT MARYS HALL446220,SAINT MARYS HALL,San Antonio,TX,App,15,12,,
SAINT MARYS HALL446220,SAINT MARYS HALL,San Antonio,TX,Adm,12,10,,
SAINT MARYS HALL446220,SAINT MARYS HALL,San Antonio,TX,Enr,5,4,,
SAINT MARYS HIGH SCHOOL333015,SAINT MARYS HIGH SCHOOL,Manhasset,NY,App,7,,,
SAINT MARYS HIGH SCHOOL333015,SAINT MARYS HIGH SCHOOL,Manhasset,NY,Adm,4,4,,
SAINT MARYS PREPARATORY232880,SAINT MARYS PREPARATORY,Orchard Lake,MI,App,6,,6,
SAINT MARYS PREPARATORY232880,SAINT MARYS PREPARATORY,Orchard Lake,MI,Adm,5,,5,
SAINT MARYS RYKEN HIGH SCHOOL210703,SAINT MARYS RYKEN HIGH SCHOOL,Leonardtown,MD,App,6,,,
SAINT MARYS RYKEN HIGH SCHOOL210703,SAINT MARYS RYKEN HIGH SCHOOL,Leonardtown,MD,Adm,4,,3,
SAINT MARYS SCHOOL343235,SAINT MARYS SCHOOL,Raleigh,NC,App,11,11,,
SAINT MARYS SCHOOL343235,SAINT MARYS SCHOOL,Raleigh,NC,Adm,6,6,,
SAINT MARYS SCHOOL380655,SAINT MARYS SCHOOL,Medford,OR,App,13,8,5,
SAINT MARYS SCHOOL380655,SAINT MARYS SCHOOL,Medford,OR,Adm,11,7,4,
SAINT MARYS SCHOOL380655,SAINT MARYS SCHOOL,Medford,OR,Enr,4,,3,
SAINT MICHAELS CATHOLIC ACAD440313,SAINT MICHAELS CATHOLIC ACAD,Austin,TX,App,7,,,
SAINT MICHAELS CATHOLIC ACAD440313,SAINT MICHAELS CATHOLIC ACAD,Austin,TX,Adm,6,3,3,
SAINT PAULS SCHOOL FOR BOYS210295,SAINT PAULS SCHOOL FOR BOYS,Brooklandville,MD,Adm,3,,3,
SAINT PETERS PREPARATORY SCH310645,SAINT PETERS PREPARATORY SCH,Jersey City,NJ,App,7,,6,
SAINT PETERS PREPARATORY SCH310645,SAINT PETERS PREPARATORY SCH,Jersey City,NJ,Adm,4,,4,
SAINT PETERSBURG SENIOR HS101530,SAINT PETERSBURG SENIOR HS,Saint Petersburg,FL,App,5,5,,
SAINT PETERSBURG SENIOR HS101530,SAINT PETERSBURG SENIOR HS,Saint Petersburg,FL,Adm,3,3,,
SAINT PIUS X HIGH SCHOOL443432,SAINT PIUS X HIGH SCHOOL,Houston,TX,Adm,3,,,
SAINT SAVIOR HIGH SCHOOL330865,SAINT SAVIOR HIGH SCHOOL,Brooklyn,NY,Adm,3,3,,
SAINT STEPHENS EPISCOPAL SCH100148,SAINT STEPHENS EPISCOPAL SCH,Bradenton,FL,Adm,3,,,
SAINT STEPHENS EPISCOPAL SCH440315,SAINT STEPHENS EPISCOPAL SCH,Austin,TX,App,42,17,24,
SAINT STEPHENS EPISCOPAL SCH440315,SAINT STEPHENS EPISCOPAL SCH,Austin,TX,Adm,28,14,14,
SAINT STEPHENS EPISCOPAL SCH440315,SAINT STEPHENS EPISCOPAL SCH,Austin,TX,Enr,6,,6,
SAINT TIMOTHYS SCHOOL210990,SAINT TIMOTHYS SCHOOL,Stevenson,MD,Adm,3,3,,
SAINT VIATOR HIGH SCHOOL140098,SAINT VIATOR HIGH SCHOOL,Arlington Hgts,IL,App,16,6,10,
SAINT VIATOR HIGH SCHOOL140098,SAINT VIATOR HIGH SCHOOL,Arlington Hgts,IL,Adm,13,5,8,
SAINT XAVIER HIGH SCHOOL361110,SAINT XAVIER HIGH SCHOOL,Cincinnati,OH,App,5,,5,
SAINT XAVIER HIGH SCHOOL361110,SAINT XAVIER HIGH SCHOOL,Cincinnati,OH,Adm,3,,3,
SAIPAN INTERNATIONAL SCHOOL529046,SAIPAN INTERNATIONAL SCHOOL,Saipan,MP,Adm,3,,3,
SALEM ACADEMY344455,SALEM ACADEMY,Winston Salem,NC,App,5,5,,
SALEM ACADEMY344455,SALEM ACADEMY,Winston Salem,NC,Adm,4,4,,
SALEM ACADEMY344455,SALEM ACADEMY,Winston Salem,NC,Enr,3,3,,
SALEM HIGH SCHOOL233045,SALEM HIGH SCHOOL,Canton,MI,App,9,5,,
SALEM HIGH SCHOOL233045,SALEM HIGH SCHOOL,Canton,MI,Adm,5,,3,
SALISBURY SCHOOL70655,SALISBURY SCHOOL,Salisbury,CT,App,10,,10,
SALISBURY SCHOOL70655,SALISBURY SCHOOL,Salisbury,CT,Adm,8,,8,
SALPOINTE CATHOLIC HIGH SCHOOL30510,SALPOINTE CATHOLIC HIGH SCHOOL,Tucson,AZ,App,8,,,
SALPOINTE CATHOLIC HIGH SCHOOL30510,SALPOINTE CATHOLIC HIGH SCHOOL,Tucson,AZ,Adm,4,,,
SAMMAMISH HIGH SCHOOL480072,SAMMAMISH HIGH SCHOOL,Bellevue,WA,App,19,11,8,
SAMMAMISH HIGH SCHOOL480072,SAMMAMISH HIGH SCHOOL,Bellevue,WA,Adm,14,9,5,
SANDIA PREPARATORY SCHOOL320042,SANDIA PREPARATORY SCHOOL,Albuquerque,NM,App,10,6,,
SANDIA PREPARATORY SCHOOL320042,SANDIA PREPARATORY SCHOOL,Albuquerque,NM,Adm,6,3,3,
SANDRA DAY OCONNOR HS30173,SANDRA DAY OCONNOR HS,Phoenix,AZ,App,12,6,6,
SANDRA DAY OCONNOR HS30173,SANDRA DAY OCONNOR HS,Phoenix,AZ,Adm,5,,3,
SANDY SPRING FRIENDS SCHOOL210937,SANDY SPRING FRIENDS SCHOOL,Sandy Spring,MD,App,11,,8,
SANDY SPRING FRIENDS SCHOOL210937,SANDY SPRING FRIENDS SCHOOL,Sandy Spring,MD,Adm,7,3,4,
SAVANNAH CHRISTIAN PREP SCH112698,SAVANNAH CHRISTIAN PREP SCH,Savannah,GA,Adm,3,,,
SAVANNAH COUNTRY DAY SCHOOL112700,SAVANNAH COUNTRY DAY SCHOOL,Savannah,GA,App,6,,5,
SAVANNAH COUNTRY DAY SCHOOL112700,SAVANNAH COUNTRY DAY SCHOOL,Savannah,GA,Adm,5,,4,
SAYRE SCHOOL181443,SAYRE SCHOOL,Lexington,KY,Adm,3,,3,
SCARSDALE HIGH SCHOOL335090,SCARSDALE HIGH SCHOOL,Scarsdale,NY,App,44,22,21,
SCARSDALE HIGH SCHOOL335090,SCARSDALE HIGH SCHOOL,Scarsdale,NY,Adm,24,13,10,
SCARSDALE HIGH SCHOOL335090,SCARSDALE HIGH SCHOOL,Scarsdale,NY,Enr,8,6,,
SCHOOL FOR ADV STUDIES WOLFSON101006,SCHOOL FOR ADV STUDIES WOLFSON,Miami,FL,App,9,5,,
SCHOOL FOR ADV STUDIES WOLFSON101006,SCHOOL FOR ADV STUDIES WOLFSON,Miami,FL,Adm,3,,,
SCHOOL WITHOUT WALLS90199,SCHOOL WITHOUT WALLS,Washington,DC,App,32,16,15,
SCHOOL WITHOUT WALLS90199,SCHOOL WITHOUT WALLS,Washington,DC,Adm,25,13,11,
SCHOOL WITHOUT WALLS90199,SCHOOL WITHOUT WALLS,Washington,DC,Enr,5,4,,
SCIENCE ACADEMY OF SOUTH TEXAS444682,SCIENCE ACADEMY OF SOUTH TEXAS,Mercedes,TX,App,13,,10,
SCIENCE ACADEMY OF SOUTH TEXAS444682,SCIENCE ACADEMY OF SOUTH TEXAS,Mercedes,TX,Adm,9,3,6,
SCIENCE HILL HIGH SCHOOL431010,SCIENCE HILL HIGH SCHOOL,Johnson City,TN,Adm,3,,,
SCITUATE HIGH SCHOOL221890,SCITUATE HIGH SCHOOL,Scituate,MA,App,7,5,,
SCITUATE HIGH SCHOOL221890,SCITUATE HIGH SCHOOL,Scituate,MA,Adm,5,3,,
SCITUATE HIGH SCHOOL221890,SCITUATE HIGH SCHOOL,Scituate,MA,Enr,3,,,
SCOTCH PLAINS-FANWOOD HS311360,SCOTCH PLAINS-FANWOOD HS,Scotch Plains,NJ,App,5,,,
SCOTCH PLAINS-FANWOOD HS311360,SCOTCH PLAINS-FANWOOD HS,Scotch Plains,NJ,Adm,3,,,
SEABURY HALL120198,SEABURY HALL,Makawao,HI,App,14,10,,
SEABURY HALL120198,SEABURY HALL,Makawao,HI,Adm,7,5,,
SEATTLE ACADEMY481154,SEATTLE ACADEMY,Seattle,WA,App,26,13,13,
SEATTLE ACADEMY481154,SEATTLE ACADEMY,Seattle,WA,Adm,18,9,9,
SEATTLE PREPARATORY SCHOOL481160,SEATTLE PREPARATORY SCHOOL,Seattle,WA,App,19,12,7,
SEATTLE PREPARATORY SCHOOL481160,SEATTLE PREPARATORY SCHOOL,Seattle,WA,Adm,13,9,4,
SEATTLE PREPARATORY SCHOOL481160,SEATTLE PREPARATORY SCHOOL,Seattle,WA,Enr,4,3,,
SECOND BAPTIST SCHOOL443439,SECOND BAPTIST SCHOOL,Houston,TX,Adm,3,,3,
SEHOME HIGH SCHOOL480083,SEHOME HIGH SCHOOL,Bellingham,WA,App,27,19,8,
SEHOME HIGH SCHOOL480083,SEHOME HIGH SCHOOL,Bellingham,WA,Adm,24,17,7,
SEHOME HIGH SCHOOL480083,SEHOME HIGH SCHOOL,Bellingham,WA,Enr,4,4,,
SEMINOLE HIGH SCHOOL101565,SEMINOLE HIGH SCHOOL,Sanford,FL,App,12,5,7,
SEMINOLE HIGH SCHOOL101565,SEMINOLE HIGH SCHOOL,Sanford,FL,Adm,6,4,,
SETON CATHOLIC COLLEGE PREP HS481471,SETON CATHOLIC COLLEGE PREP HS,Vancouver,WA,Adm,3,,,
SETON CATHOLIC334545,SETON CATHOLIC,Plattsburgh,NY,Adm,3,,,
SETON HALL PREPARATORY SCHOOL311390,SETON HALL PREPARATORY SCHOOL,West Orange,NJ,App,5,,5,
SETON HALL PREPARATORY SCHOOL311390,SETON HALL PREPARATORY SCHOOL,West Orange,NJ,Adm,5,,5,
SETON LASALLE CATHOLIC HS393908,SETON LASALLE CATHOLIC HS,Pittsburgh,PA,App,5,,,
SEVEN HILLS SCHOOL361005,SEVEN HILLS SCHOOL,Cincinnati,OH,App,15,7,8,
SEVEN HILLS SCHOOL361005,SEVEN HILLS SCHOOL,Cincinnati,OH,Adm,11,4,7,
