Calculation1,School,City,County/State/ Territory,Count,All,Female,Male,Unknown
BENTONVILLE HIGH SCHOOL40175,BENTONVILLE HIGH SCHOOL,Bentonville,AR,App,13,10,,
BENTONVILLE HIGH SCHOOL40175,BENTONVILLE HIGH SCHOOL,Bentonville,AR,Adm,12,9,3,
BERGEN CATHOLIC HIGH SCHOOL311053,BERGEN CATHOLIC HIGH SCHOOL,Oradell,NJ,App,7,,7,
BERGEN CATHOLIC HIGH SCHOOL311053,BERGEN CATHOLIC HIGH SCHOOL,Oradell,NJ,Adm,5,,5,
BERGEN CATHOLIC HIGH SCHOOL311053,BERGEN CATHOLIC HIGH SCHOOL,Oradell,NJ,Enr,3,,3,
BERGEN COUNTY ACADEMIES310118,BERGEN COUNTY ACADEMIES,Hackensack,NJ,App,56,24,32,
BERGEN COUNTY ACADEMIES310118,BERGEN COUNTY ACADEMIES,Hackensack,NJ,Adm,38,20,18,
BERGEN COUNTY ACADEMIES310118,BERGEN COUNTY ACADEMIES,Hackensack,NJ,Enr,11,,9,
BERGEN COUNTY TECHNICAL HS310450,BERGEN COUNTY TECHNICAL HS,Teterboro,NJ,App,18,6,11,
BERGEN COUNTY TECHNICAL HS310450,BERGEN COUNTY TECHNICAL HS,Teterboro,NJ,Adm,11,3,7,
BERKELEY PREPARATORY SCHOOL101686,BERKELEY PREPARATORY SCHOOL,Tampa,FL,App,11,5,6,
BERKELEY PREPARATORY SCHOOL101686,BERKELEY PREPARATORY SCHOOL,Tampa,FL,Adm,8,4,4,
BERKELEY PREPARATORY SCHOOL101686,BERKELEY PREPARATORY SCHOOL,Tampa,FL,Enr,3,,,
BERKSHIRE SCHOOL221900,BERKSHIRE SCHOOL,Sheffield,MA,App,7,,,
BERKSHIRE SCHOOL221900,BERKSHIRE SCHOOL,Sheffield,MA,Adm,5,,3,
BERNARDS HIGH SCHOOL310095,BERNARDS HIGH SCHOOL,Bernardsville,NJ,App,7,,,
BERNARDS HIGH SCHOOL310095,BERNARDS HIGH SCHOOL,Bernardsville,NJ,Adm,5,,,
BERWICK ACADEMY200930,BERWICK ACADEMY,South Berwick,ME,App,5,,,
BERWICK ACADEMY200930,BERWICK ACADEMY,South Berwick,ME,Adm,3,,3,
BETHESDA CHEVY CHASE HS210250,BETHESDA CHEVY CHASE HS,Bethesda,MD,App,34,20,13,
BETHESDA CHEVY CHASE HS210250,BETHESDA CHEVY CHASE HS,Bethesda,MD,Adm,22,14,7,
BETHESDA CHEVY CHASE HS210250,BETHESDA CHEVY CHASE HS,Bethesda,MD,Enr,4,,,
BETHLEHEM CATHOLIC HIGH SCHOOL390309,BETHLEHEM CATHOLIC HIGH SCHOOL,Bethlehem,PA,Adm,4,,,
BETHLEHEM CATHOLIC HIGH SCHOOL390309,BETHLEHEM CATHOLIC HIGH SCHOOL,Bethlehem,PA,Enr,3,,,
BETHLEHEM CENTRAL HIGH SCHOOL331595,BETHLEHEM CENTRAL HIGH SCHOOL,Delmar,NY,App,5,,,
BETHLEHEM CENTRAL HIGH SCHOOL331595,BETHLEHEM CENTRAL HIGH SCHOOL,Delmar,NY,Adm,3,,,
BETHPAGE HIGH SCHOOL330420,BETHPAGE HIGH SCHOOL,Bethpage,NY,Adm,3,,3,
BETTY H FAIRFAX HIGH SCHOOL30133,BETTY H FAIRFAX HIGH SCHOOL,Laveen,AZ,Adm,3,3,,
BEXLEY HIGH SCHOOL361505,BEXLEY HIGH SCHOOL,Bexley,OH,App,7,,,
BEXLEY HIGH SCHOOL361505,BEXLEY HIGH SCHOOL,Bexley,OH,Adm,3,,,
BIOMEDICINE ACDMY-ENGLEWOOD310364,BIOMEDICINE ACDMY-ENGLEWOOD,Englewood,NJ,Adm,3,,,
BISHOP BLANCHET HIGH SCHOOL481050,BISHOP BLANCHET HIGH SCHOOL,Seattle,WA,App,19,11,8,
BISHOP BLANCHET HIGH SCHOOL481050,BISHOP BLANCHET HIGH SCHOOL,Seattle,WA,Adm,13,7,6,
BISHOP BLANCHET HIGH SCHOOL481050,BISHOP BLANCHET HIGH SCHOOL,Seattle,WA,Enr,4,4,,
BISHOP BRADY HIGH SCHOOL300105,BISHOP BRADY HIGH SCHOOL,Concord,NH,App,5,,,
BISHOP BRADY HIGH SCHOOL300105,BISHOP BRADY HIGH SCHOOL,Concord,NH,Adm,4,,3,
BISHOP GORMAN HIGH SCHOOL290095,BISHOP GORMAN HIGH SCHOOL,Las Vegas,NV,App,33,26,7,
BISHOP GORMAN HIGH SCHOOL290095,BISHOP GORMAN HIGH SCHOOL,Las Vegas,NV,Adm,23,18,5,
BISHOP GORMAN HIGH SCHOOL290095,BISHOP GORMAN HIGH SCHOOL,Las Vegas,NV,Enr,7,6,,
BISHOP KELLY HIGH SCHOOL130041,BISHOP KELLY HIGH SCHOOL,Boise,ID,App,7,,,
BISHOP KELLY HIGH SCHOOL130041,BISHOP KELLY HIGH SCHOOL,Boise,ID,Adm,6,4,,
BISHOP LYNCH HIGH SCHOOL441718,BISHOP LYNCH HIGH SCHOOL,Dallas,TX,App,8,6,,
BISHOP LYNCH HIGH SCHOOL441718,BISHOP LYNCH HIGH SCHOOL,Dallas,TX,Adm,5,3,,
BISHOP LYNCH HIGH SCHOOL441718,BISHOP LYNCH HIGH SCHOOL,Dallas,TX,Enr,3,,,
BISHOP MANOGUE CATHOLIC HS290140,BISHOP MANOGUE CATHOLIC HS,Reno,NV,App,14,10,,
BISHOP MANOGUE CATHOLIC HS290140,BISHOP MANOGUE CATHOLIC HS,Reno,NV,Adm,9,5,4,
BISHOP MANOGUE CATHOLIC HS290140,BISHOP MANOGUE CATHOLIC HS,Reno,NV,Enr,4,,,
BISHOP MCCORT HIGH SCHOOL391955,BISHOP MCCORT HIGH SCHOOL,Johnstown,PA,Adm,4,,3,
BISHOP MCNAMARA HIGH SCHOOL210532,BISHOP MCNAMARA HIGH SCHOOL,Forestville,MD,Adm,3,,,
BISHOP MIEGE HIGH SCHOOL171532,BISHOP MIEGE HIGH SCHOOL,Shawnee Mission,KS,Adm,3,,3,
BISHOP MOORE HIGH SCHOOL101285,BISHOP MOORE HIGH SCHOOL,Orlando,FL,App,6,,,
BISHOP MOORE HIGH SCHOOL101285,BISHOP MOORE HIGH SCHOOL,Orlando,FL,Adm,5,,3,
BISHOP O'CONNELL HIGH SCHOOL470103,BISHOP O'CONNELL HIGH SCHOOL,Arlington,VA,App,9,,5,
BISHOP O'CONNELL HIGH SCHOOL470103,BISHOP O'CONNELL HIGH SCHOOL,Arlington,VA,Adm,7,3,4,
BISHOP O'CONNELL HIGH SCHOOL470103,BISHOP O'CONNELL HIGH SCHOOL,Arlington,VA,Enr,3,,,
BISHOP STANG HIGH SCHOOL221643,BISHOP STANG HIGH SCHOOL,North Dartmouth,MA,App,7,,,
BISHOP STANG HIGH SCHOOL221643,BISHOP STANG HIGH SCHOOL,North Dartmouth,MA,Adm,6,,4,
BISHOP STANG HIGH SCHOOL221643,BISHOP STANG HIGH SCHOOL,North Dartmouth,MA,Enr,5,,3,
BLACKSBURG HIGH SCHOOL470225,BLACKSBURG HIGH SCHOOL,Blacksburg,VA,App,7,,,
BLACKSBURG HIGH SCHOOL470225,BLACKSBURG HIGH SCHOOL,Blacksburg,VA,Adm,3,,,
BLAINE HIGH SCHOOL240256,BLAINE HIGH SCHOOL,Blaine,MN,App,9,7,,
BLAINE HIGH SCHOOL240256,BLAINE HIGH SCHOOL,Blaine,MN,Adm,3,3,,
BLAIR ACADEMY310105,BLAIR ACADEMY,Blairstown,NJ,App,21,10,11,
BLAIR ACADEMY310105,BLAIR ACADEMY,Blairstown,NJ,Adm,15,8,7,
BLAKE SCHOOL THE241635,BLAKE SCHOOL THE,Minneapolis,MN,App,21,8,12,
BLAKE SCHOOL THE241635,BLAKE SCHOOL THE,Minneapolis,MN,Adm,11,3,8,
BLAKE SCHOOL THE241635,BLAKE SCHOOL THE,Minneapolis,MN,Enr,5,3,,
BLOOMFIELD HILLS HIGH SCHOOL232447,BLOOMFIELD HILLS HIGH SCHOOL,Bloomfield Twp,MI,App,12,7,,
BLOOMFIELD HILLS HIGH SCHOOL232447,BLOOMFIELD HILLS HIGH SCHOOL,Bloomfield Twp,MI,Adm,7,3,4,
BLOOMINGTON HIGH SCHOOL NORTH150220,BLOOMINGTON HIGH SCHOOL NORTH,Bloomington,IN,Adm,3,,,
BLOOMINGTON HIGH SCHOOL SOUTH150215,BLOOMINGTON HIGH SCHOOL SOUTH,Bloomington,IN,App,11,8,,
BLOOMINGTON HIGH SCHOOL SOUTH150215,BLOOMINGTON HIGH SCHOOL SOUTH,Bloomington,IN,Adm,9,6,3,
BLUE RIDGE SCHOOL472020,BLUE RIDGE SCHOOL,St George,VA,App,5,,5,
BLUE RIDGE SCHOOL472020,BLUE RIDGE SCHOOL,St George,VA,Adm,4,,4,
BLUE VALLEY HIGH SCHOOL172820,BLUE VALLEY HIGH SCHOOL,Stilwell,KS,App,12,7,5,
BLUE VALLEY HIGH SCHOOL172820,BLUE VALLEY HIGH SCHOOL,Stilwell,KS,Adm,10,6,4,
BLUE VALLEY HIGH SCHOOL172820,BLUE VALLEY HIGH SCHOOL,Stilwell,KS,Enr,3,,,
BLUE VALLEY NORTH HIGH SCHOOL172294,BLUE VALLEY NORTH HIGH SCHOOL,Overland Park,KS,App,18,7,11,
BLUE VALLEY NORTH HIGH SCHOOL172294,BLUE VALLEY NORTH HIGH SCHOOL,Overland Park,KS,Adm,13,4,9,
BLUE VALLEY NORTH HIGH SCHOOL172294,BLUE VALLEY NORTH HIGH SCHOOL,Overland Park,KS,Enr,5,,5,
BLUE VALLEY NORTHWEST HS172296,BLUE VALLEY NORTHWEST HS,Overland Park,KS,App,17,11,6,
BLUE VALLEY NORTHWEST HS172296,BLUE VALLEY NORTHWEST HS,Overland Park,KS,Adm,10,7,3,
BLUE VALLEY WEST HIGH SCHOOL172821,BLUE VALLEY WEST HIGH SCHOOL,Overland Park,KS,App,14,8,6,
BLUE VALLEY WEST HIGH SCHOOL172821,BLUE VALLEY WEST HIGH SCHOOL,Overland Park,KS,Adm,9,5,4,
BOCA RATON COMMUNITY HIGH SCH100131,BOCA RATON COMMUNITY HIGH SCH,Boca Raton,FL,App,8,,6,
BOCA RATON COMMUNITY HIGH SCH100131,BOCA RATON COMMUNITY HIGH SCH,Boca Raton,FL,Adm,3,,,
BOISE HIGH SCHOOL130042,BOISE HIGH SCHOOL,Boise,ID,App,24,9,14,
BOISE HIGH SCHOOL130042,BOISE HIGH SCHOOL,Boise,ID,Adm,19,8,11,
BOISE HIGH SCHOOL130042,BOISE HIGH SCHOOL,Boise,ID,Enr,4,,,
BOLLES SCHOOL100745,BOLLES SCHOOL,Jacksonville,FL,App,13,6,6,
BOLLES SCHOOL100745,BOLLES SCHOOL,Jacksonville,FL,Adm,6,3,3,
BOOKER T WASHINGTON HIGH SCHL373590,BOOKER T WASHINGTON HIGH SCHL,Tulsa,OK,App,6,,,
BOOKER T WASHINGTON HIGH SCHL373590,BOOKER T WASHINGTON HIGH SCHL,Tulsa,OK,Adm,4,,3,
BOOKER T WASHINGTON HSPVA441732,BOOKER T WASHINGTON HSPVA,Dallas,TX,App,17,13,,
BOOKER T WASHINGTON HSPVA441732,BOOKER T WASHINGTON HSPVA,Dallas,TX,Adm,11,8,3,
BOOKER T WASHINGTON HSPVA441732,BOOKER T WASHINGTON HSPVA,Dallas,TX,Enr,3,,,
BOSTON COLLEGE HIGH SCHOOL220180,BOSTON COLLEGE HIGH SCHOOL,Dorchester,MA,App,9,,9,
BOSTON COLLEGE HIGH SCHOOL220180,BOSTON COLLEGE HIGH SCHOOL,Dorchester,MA,Adm,3,,3,
BOSTON UNIVERSITY ACADEMY220202,BOSTON UNIVERSITY ACADEMY,Boston,MA,App,7,,5,
BOTHELL HIGH SCHOOL480100,BOTHELL HIGH SCHOOL,Bothell,WA,App,12,8,,
BOTHELL HIGH SCHOOL480100,BOTHELL HIGH SCHOOL,Bothell,WA,Adm,8,5,3,
BOULDER CREEK HIGH SCHOOL30581,BOULDER CREEK HIGH SCHOOL,Anthem,AZ,App,7,,,
BOULDER CREEK HIGH SCHOOL30581,BOULDER CREEK HIGH SCHOOL,Anthem,AZ,Adm,6,3,3,
BOULDER HIGH SCHOOL60115,BOULDER HIGH SCHOOL,Boulder,CO,App,48,28,19,
BOULDER HIGH SCHOOL60115,BOULDER HIGH SCHOOL,Boulder,CO,Adm,38,24,13,
BOULDER HIGH SCHOOL60115,BOULDER HIGH SCHOOL,Boulder,CO,Enr,8,5,3,
BOZEMAN HIGH SCHOOL270100,BOZEMAN HIGH SCHOOL,Bozeman,MT,App,17,12,5,
BOZEMAN HIGH SCHOOL270100,BOZEMAN HIGH SCHOOL,Bozeman,MT,Adm,10,8,,
BRAINTREE HIGH SCHOOL220420,BRAINTREE HIGH SCHOOL,Braintree,MA,App,7,5,,
BRAINTREE HIGH SCHOOL220420,BRAINTREE HIGH SCHOOL,Braintree,MA,Adm,3,,,
BRECK SCHOOL241592,BRECK SCHOOL,Golden Valley,MN,App,9,6,,
BRECK SCHOOL241592,BRECK SCHOOL,Golden Valley,MN,Adm,9,6,3,
BREWSTER ACADEMY300635,BREWSTER ACADEMY,Wolfeboro,NH,App,5,,,
BREWSTER ACADEMY300635,BREWSTER ACADEMY,Wolfeboro,NH,Adm,4,,3,
BREWSTER HIGH SCHOOL330500,BREWSTER HIGH SCHOOL,Brewster,NY,Adm,3,,,
BRIAR WOODS HIGH SCHOOL470061,BRIAR WOODS HIGH SCHOOL,Ashburn,VA,App,11,8,,
BRIAR WOODS HIGH SCHOOL470061,BRIAR WOODS HIGH SCHOOL,Ashburn,VA,Adm,6,4,,
BRIDGELAND HIGH SCHOOL440281,BRIDGELAND HIGH SCHOOL,Cypress,TX,App,7,6,,
BRIDGELAND HIGH SCHOOL440281,BRIDGELAND HIGH SCHOOL,Cypress,TX,Adm,4,4,,
BRIDGEWATER-RARITAN RGNL HS310753,BRIDGEWATER-RARITAN RGNL HS,Bridgewater,NJ,App,44,16,27,
BRIDGEWATER-RARITAN RGNL HS310753,BRIDGEWATER-RARITAN RGNL HS,Bridgewater,NJ,Adm,21,5,16,
BRIDGEWATER-RARITAN RGNL HS310753,BRIDGEWATER-RARITAN RGNL HS,Bridgewater,NJ,Enr,6,,4,
BRIGHTON HIGH SCHOOL450362,BRIGHTON HIGH SCHOOL,Salt Lake City,UT,App,9,7,,
BRIGHTON HIGH SCHOOL450362,BRIGHTON HIGH SCHOOL,Salt Lake City,UT,Adm,7,5,,
BRITISH INTRNTL SCHOOL WA90028,BRITISH INTRNTL SCHOOL WA,Washington,DC,Adm,3,,,
BRONX HIGH SCHOOL OF SCIENCE333480,BRONX HIGH SCHOOL OF SCIENCE,Bronx,NY,App,57,31,25,
BRONX HIGH SCHOOL OF SCIENCE333480,BRONX HIGH SCHOOL OF SCIENCE,Bronx,NY,Adm,33,21,12,
BRONX HIGH SCHOOL OF SCIENCE333480,BRONX HIGH SCHOOL OF SCIENCE,Bronx,NY,Enr,6,3,3,
BRONXVILLE HIGH SCHOOL330540,BRONXVILLE HIGH SCHOOL,Bronxville,NY,App,15,11,,
BRONXVILLE HIGH SCHOOL330540,BRONXVILLE HIGH SCHOOL,Bronxville,NY,Adm,9,6,3,
BROOK HILL SCHOOL440989,BROOK HILL SCHOOL,Bullard,TX,Adm,3,,,
BROOKFIELD ACADEMY500283,BROOKFIELD ACADEMY,Brookfield,WI,App,12,5,7,
BROOKFIELD ACADEMY500283,BROOKFIELD ACADEMY,Brookfield,WI,Adm,10,5,5,
BROOKFIELD CENTRAL HIGH SCHOOL500282,BROOKFIELD CENTRAL HIGH SCHOOL,Brookfield,WI,App,14,6,8,
BROOKFIELD CENTRAL HIGH SCHOOL500282,BROOKFIELD CENTRAL HIGH SCHOOL,Brookfield,WI,Adm,11,6,5,
BROOKFIELD EAST HIGH SCHOOL500281,BROOKFIELD EAST HIGH SCHOOL,Brookfield,WI,App,9,6,,
BROOKFIELD EAST HIGH SCHOOL500281,BROOKFIELD EAST HIGH SCHOOL,Brookfield,WI,Adm,7,5,,
BROOKFIELD HIGH SCHOOL70085,BROOKFIELD HIGH SCHOOL,Brookfield,CT,App,7,,5,
BROOKFIELD HIGH SCHOOL70085,BROOKFIELD HIGH SCHOOL,Brookfield,CT,Adm,3,,3,
BROOKLINE HIGH SCHOOL220445,BROOKLINE HIGH SCHOOL,Brookline,MA,App,46,26,19,
BROOKLINE HIGH SCHOOL220445,BROOKLINE HIGH SCHOOL,Brookline,MA,Adm,30,15,14,
BROOKLINE HIGH SCHOOL220445,BROOKLINE HIGH SCHOOL,Brookline,MA,Enr,3,,,
BROOKLYN TECHNICAL HIGH SCHOOL330630,BROOKLYN TECHNICAL HIGH SCHOOL,Brooklyn,NY,App,59,28,29,
BROOKLYN TECHNICAL HIGH SCHOOL330630,BROOKLYN TECHNICAL HIGH SCHOOL,Brooklyn,NY,Adm,40,20,18,
BROOKLYN TECHNICAL HIGH SCHOOL330630,BROOKLYN TECHNICAL HIGH SCHOOL,Brooklyn,NY,Enr,10,4,6,
BROOKS SCHOOL221610,BROOKS SCHOOL,North Andover,MA,App,9,6,,
BROOKS SCHOOL221610,BROOKS SCHOOL,North Andover,MA,Adm,5,3,,
BROOKS SCHOOL221610,BROOKS SCHOOL,North Andover,MA,Enr,4,3,,
BROOKWOOD HIGH SCHOOL112754,BROOKWOOD HIGH SCHOOL,Snellville,GA,App,8,,5,
BROOKWOOD HIGH SCHOOL112754,BROOKWOOD HIGH SCHOOL,Snellville,GA,Adm,4,,4,
BROOMFIELD HIGH SCHOOL60148,BROOMFIELD HIGH SCHOOL,Broomfield,CO,App,5,,,
BROOMFIELD HIGH SCHOOL60148,BROOMFIELD HIGH SCHOOL,Broomfield,CO,Adm,4,,,
BROPHY COLLEGE PREPARATORY30265,BROPHY COLLEGE PREPARATORY,Phoenix,AZ,App,35,,33,
BROPHY COLLEGE PREPARATORY30265,BROPHY COLLEGE PREPARATORY,Phoenix,AZ,Adm,16,,15,
BROPHY COLLEGE PREPARATORY30265,BROPHY COLLEGE PREPARATORY,Phoenix,AZ,Enr,6,,6,
BROWNELL-TALBOT SCHOOL281695,BROWNELL-TALBOT SCHOOL,Omaha,NE,App,7,5,,
BROWNELL-TALBOT SCHOOL281695,BROWNELL-TALBOT SCHOOL,Omaha,NE,Adm,6,4,,
BRUNSWICK SCHOOL70219,BRUNSWICK SCHOOL,Greenwich,CT,App,9,,9,
BRUNSWICK SCHOOL70219,BRUNSWICK SCHOOL,Greenwich,CT,Adm,7,,7,
BRYN MAWR SCHOOL FOR GIRLS210050,BRYN MAWR SCHOOL FOR GIRLS,Baltimore,MD,App,7,7,,
BRYN MAWR SCHOOL FOR GIRLS210050,BRYN MAWR SCHOOL FOR GIRLS,Baltimore,MD,Adm,4,4,,
BUCHHOLZ HIGH SCHOOL100543,BUCHHOLZ HIGH SCHOOL,Gainesville,FL,App,5,,,
BUCHHOLZ HIGH SCHOOL100543,BUCHHOLZ HIGH SCHOOL,Gainesville,FL,Adm,4,,,
BUCKINGHAM BROWNE & NICHOLS SC220475,BUCKINGHAM BROWNE & NICHOLS SC,Waterton,MA,App,17,5,12,
BUCKINGHAM BROWNE & NICHOLS SC220475,BUCKINGHAM BROWNE & NICHOLS SC,Waterton,MA,Adm,11,4,7,
BUFFALO GROVE HIGH SCHOOL140447,BUFFALO GROVE HIGH SCHOOL,Buffalo Grove,IL,App,11,9,,
BUFFALO GROVE HIGH SCHOOL140447,BUFFALO GROVE HIGH SCHOOL,Buffalo Grove,IL,Adm,8,6,,
BUFFALO SEMINARY330990,BUFFALO SEMINARY,Buffalo,NY,App,5,5,,
BUFFALO SEMINARY330990,BUFFALO SEMINARY,Buffalo,NY,Adm,3,3,,
BULLIS SCHOOL210955,BULLIS SCHOOL,Potomac,MD,App,20,10,10,
BULLIS SCHOOL210955,BULLIS SCHOOL,Potomac,MD,Adm,14,7,7,
BULLIS SCHOOL210955,BULLIS SCHOOL,Potomac,MD,Enr,5,5,,
BULLOCH ACADEMY112803,BULLOCH ACADEMY,Statesboro,GA,Adm,3,,,
BURLINGTON HIGH SCHOOL220470,BURLINGTON HIGH SCHOOL,Burlington,MA,App,7,,5,
BURR AND BURTON ACADEMY460225,BURR AND BURTON ACADEMY,Manchester,VT,App,11,8,,
BURR AND BURTON ACADEMY460225,BURR AND BURTON ACADEMY,Manchester,VT,Adm,8,6,,
BURR AND BURTON ACADEMY460225,BURR AND BURTON ACADEMY,Manchester,VT,Enr,3,3,,
C LEON KING HIGH SCHOOL101717,C LEON KING HIGH SCHOOL,Tampa,FL,App,12,,9,
C LEON KING HIGH SCHOOL101717,C LEON KING HIGH SCHOOL,Tampa,FL,Adm,8,,6,
CAB CALLOWAY SCH OF THE ARTS80157,CAB CALLOWAY SCH OF THE ARTS,Wilmington,DE,Adm,3,,,
CADDO PARISH MAGNET HS192679,CADDO PARISH MAGNET HS,Shreveport,LA,App,5,,,
CADDO PARISH MAGNET HS192679,CADDO PARISH MAGNET HS,Shreveport,LA,Adm,5,3,,
CADDO PARISH MAGNET HS192679,CADDO PARISH MAGNET HS,Shreveport,LA,Enr,3,,,
CAMAS HIGH SCHOOL480140,CAMAS HIGH SCHOOL,Camas,WA,App,21,9,11,
CAMAS HIGH SCHOOL480140,CAMAS HIGH SCHOOL,Camas,WA,Adm,18,8,10,
CAMBRIDGE RINDGE AND LATIN SCH220493,CAMBRIDGE RINDGE AND LATIN SCH,Cambridge,MA,App,28,15,13,
CAMBRIDGE RINDGE AND LATIN SCH220493,CAMBRIDGE RINDGE AND LATIN SCH,Cambridge,MA,Adm,14,9,5,
CAMBRIDGE RINDGE AND LATIN SCH220493,CAMBRIDGE RINDGE AND LATIN SCH,Cambridge,MA,Enr,3,,,
CAMDEN CATHOLIC HIGH SCHOOL310185,CAMDEN CATHOLIC HIGH SCHOOL,Cherry Hill,NJ,Adm,3,,,
CAMPO VERDE HIGH SCHOOL30696,CAMPO VERDE HIGH SCHOOL,Gilbert,AZ,App,9,7,,
CAMPO VERDE HIGH SCHOOL30696,CAMPO VERDE HIGH SCHOOL,Gilbert,AZ,Adm,8,6,,
CAMPO VERDE HIGH SCHOOL30696,CAMPO VERDE HIGH SCHOOL,Gilbert,AZ,Enr,3,3,,
CANISIUS HIGH SCHOOL331000,CANISIUS HIGH SCHOOL,Buffalo,NY,App,5,,5,
CANISIUS HIGH SCHOOL331000,CANISIUS HIGH SCHOOL,Buffalo,NY,Adm,3,,3,
CANTERBURY SCHOOL70540,CANTERBURY SCHOOL,New Milford,CT,App,18,6,12,
CANTERBURY SCHOOL70540,CANTERBURY SCHOOL,New Milford,CT,Adm,12,4,8,
CANTERBURY SCHOOL70540,CANTERBURY SCHOOL,New Milford,CT,Enr,5,,3,
CANTERBURY SCHOOL100511,CANTERBURY SCHOOL,Fort Myers,FL,Adm,3,,,
CANTON HIGH SCHOOL220545,CANTON HIGH SCHOOL,Canton,MA,App,7,5,,
CANTON HIGH SCHOOL220545,CANTON HIGH SCHOOL,Canton,MA,Adm,7,5,,
CANYON DEL ORO HIGH SCHOOL30473,CANYON DEL ORO HIGH SCHOOL,Oro Valley,AZ,App,6,5,,
CANYON DEL ORO HIGH SCHOOL30473,CANYON DEL ORO HIGH SCHOOL,Oro Valley,AZ,Adm,3,,,
CAPE COD ACADEMY221713,CAPE COD ACADEMY,Osterville,MA,App,9,,5,
CAPE COD ACADEMY221713,CAPE COD ACADEMY,Osterville,MA,Adm,7,3,4,
CAPE FEAR ACADEMY344347,CAPE FEAR ACADEMY,Wilmington,NC,App,7,,,
CAPE FEAR ACADEMY344347,CAPE FEAR ACADEMY,Wilmington,NC,Adm,7,3,4,
CAPITAL HIGH SCHOOL480829,CAPITAL HIGH SCHOOL,Olympia,WA,App,10,5,5,
CAPITAL HIGH SCHOOL480829,CAPITAL HIGH SCHOOL,Olympia,WA,Adm,8,5,3,
CARDINAL GIBBONS HIGH SCHOOL343205,CARDINAL GIBBONS HIGH SCHOOL,Raleigh,NC,App,6,,,
CARDINAL GIBBONS HIGH SCHOOL343205,CARDINAL GIBBONS HIGH SCHOOL,Raleigh,NC,Adm,3,,,
CARL SANDBURG HIGH SCHOOL143325,CARL SANDBURG HIGH SCHOOL,Orland Park,IL,App,18,12,6,
CARL SANDBURG HIGH SCHOOL143325,CARL SANDBURG HIGH SCHOOL,Orland Park,IL,Adm,10,7,3,
CARMEL CATHOLIC HIGH SCHOOL143096,CARMEL CATHOLIC HIGH SCHOOL,Mundelein,IL,App,5,,,
CARMEL HIGH SCHOOL150445,CARMEL HIGH SCHOOL,Carmel,IN,App,48,28,20,
CARMEL HIGH SCHOOL150445,CARMEL HIGH SCHOOL,Carmel,IN,Adm,28,17,11,
CARMEL HIGH SCHOOL150445,CARMEL HIGH SCHOOL,Carmel,IN,Enr,5,3,,
CARNEGIE VANGUARD HIGH SCHOOL443541,CARNEGIE VANGUARD HIGH SCHOOL,Houston,TX,App,14,,9,
CARNEGIE VANGUARD HIGH SCHOOL443541,CARNEGIE VANGUARD HIGH SCHOOL,Houston,TX,Adm,6,,3,
CARROLL HIGH SCHOOL361794,CARROLL HIGH SCHOOL,Dayton,OH,App,6,,,
CARROLL HIGH SCHOOL361794,CARROLL HIGH SCHOOL,Dayton,OH,Adm,3,,,
CARROLL SENIOR HIGH SCHOOL442963,CARROLL SENIOR HIGH SCHOOL,Southlake,TX,App,38,21,17,
CARROLL SENIOR HIGH SCHOOL442963,CARROLL SENIOR HIGH SCHOOL,Southlake,TX,Adm,24,15,9,
CARROLL SENIOR HIGH SCHOOL442963,CARROLL SENIOR HIGH SCHOOL,Southlake,TX,Enr,8,6,,
CARSON HIGH SCHOOL290035,CARSON HIGH SCHOOL,Carson City,NV,App,7,,6,
CARSON HIGH SCHOOL290035,CARSON HIGH SCHOOL,Carson City,NV,Adm,4,,4,
CASADY SCHOOL372640,CASADY SCHOOL,Oklahoma City,OK,App,6,,,
CASADY SCHOOL372640,CASADY SCHOOL,Oklahoma City,OK,Adm,4,,,
CASCADE CHRISTIAN SCHOOLS481393,CASCADE CHRISTIAN SCHOOLS,Puyallup,WA,Adm,3,,,
CASCADE SENIOR HIGH SCHOOL480383,CASCADE SENIOR HIGH SCHOOL,Everett,WA,App,11,6,5,
CASCADE SENIOR HIGH SCHOOL480383,CASCADE SENIOR HIGH SCHOOL,Everett,WA,Adm,5,3,,
CASTEEL HIGH SCHOOL30820,CASTEEL HIGH SCHOOL,Queen Creek,AZ,Adm,4,,,
CATALINA FOOTHILLS HIGH SCHOOL30476,CATALINA FOOTHILLS HIGH SCHOOL,Tucson,AZ,App,24,16,8,
CATALINA FOOTHILLS HIGH SCHOOL30476,CATALINA FOOTHILLS HIGH SCHOOL,Tucson,AZ,Adm,16,11,5,
CATALINA FOOTHILLS HIGH SCHOOL30476,CATALINA FOOTHILLS HIGH SCHOOL,Tucson,AZ,Enr,3,3,,
CATHEDRAL HIGH SCHOOL151660,CATHEDRAL HIGH SCHOOL,Indianapolis,IN,App,7,,5,
CATHEDRAL HIGH SCHOOL151660,CATHEDRAL HIGH SCHOOL,Indianapolis,IN,Adm,4,,3,
CATHEDRAL HIGH SCHOOL442210,CATHEDRAL HIGH SCHOOL,El Paso,TX,App,6,,6,
CATHEDRAL HIGH SCHOOL442210,CATHEDRAL HIGH SCHOOL,El Paso,TX,Adm,4,,4,
CATHOLIC MEMORIAL HIGH SCHOOL222363,CATHOLIC MEMORIAL HIGH SCHOOL,West Roxbury,MA,App,12,,12,
CATHOLIC MEMORIAL HIGH SCHOOL222363,CATHOLIC MEMORIAL HIGH SCHOOL,West Roxbury,MA,Adm,12,,12,
